模块,卡片ID,题目,正确答案,卡片类型,音频链接
模块 20 (B2级别已完结),62d2a20ce4a15a001617e868,名词“das Omega”是什么意思？,“奥米伽” 或 “奥米加” 或 “俄梅戛” 或 “俄梅格” 或 “亚米茄” 或 “欧米茄” 或 “欧米伽” 或 “敖默加” 或 “奥米伽” 或 “奥米加” 或 “俄梅戛” 或 “俄梅格” 或 “亚米茄” 或 “欧米茄” 或 “欧米伽” 或 “敖默加” 或 “奥米伽、奥米加、俄梅戛、俄梅格、亚米茄、欧米茄、欧米伽、敖默加” 或 “奥米伽、奥米加、俄梅戛、俄梅格、亚米茄、欧米茄、欧米伽、敖默加（希腊语字母表的最后一个字母）” 或 “末尾” 或 “结束” 或 “末尾” 或 “结束” 或 “末尾、结束” 或 “（转）末尾、结束”,,
模块 20 (B2级别已完结),62d2a20ce4a15a001617e86b,请选择单词“Omega”的性,das,,
模块 20 (B2级别已完结),62d2a20ce4a15a001617e86e,请拼写出名词“Omega”的复数形式。,Omegas,,
模块 20 (B2级别已完结),62d2a20ce4a15a001617e871,中性名词“奥米伽、奥米加、俄梅戛、俄梅格、亚米茄、欧米茄、欧米伽、敖默加（希腊语字母表的最后一个字母）”用德语怎么拼写？,Omega,,
模块 20 (B2级别已完结),62d2a20ce4a15a001617e874,请播放音频 ，并拼写出您听到的 中性名词 。,Omega,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b27bbfefe3d10016cd45f9.mp3
模块 20 (B2级别已完结),62d2a20ce4a15a001617e877,请播放音频 ，并提交您听到的 中性名词 的 中文意思。,“奥米伽” 或 “奥米加” 或 “俄梅戛” 或 “俄梅格” 或 “亚米茄” 或 “欧米茄” 或 “欧米伽” 或 “敖默加” 或 “奥米伽” 或 “奥米加” 或 “俄梅戛” 或 “俄梅格” 或 “亚米茄” 或 “欧米茄” 或 “欧米伽” 或 “敖默加” 或 “奥米伽、奥米加、俄梅戛、俄梅格、亚米茄、欧米茄、欧米伽、敖默加” 或 “奥米伽、奥米加、俄梅戛、俄梅格、亚米茄、欧米茄、欧米伽、敖默加（希腊语字母表的最后一个字母）” 或 “末尾” 或 “结束” 或 “末尾” 或 “结束” 或 “末尾、结束” 或 “（转）末尾、结束”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b27bbfefe3d10016cd45f9.mp3
模块 20 (B2级别已完结),62d2a21ce4a15a001617e88c,形容词“gültig”是什么意思？,“有效的” 或 “有法律效力的” 或 “被法律认可的” 或 “有效的” 或 “有法律效力的” 或 “被法律认可的” 或 “有效的、有法律效力的、被法律认可的” 或 “被普遍接受的” 或 “被普遍认可的” 或 “通用的” 或 “被普遍接受的” 或 “被普遍认可的” 或 “通用的” 或 “被普遍接受的、被普遍认可的、通用的”,,
模块 20 (B2级别已完结),62d2a21ce4a15a001617e88f,请播放音频 ，并拼写出您听到的 形容词 。,gültig,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/60fd193283f0272dc793d02e.mp3
模块 20 (B2级别已完结),62d2a21ce4a15a001617e892,请播放音频 ，并提交您听到的 形容词 的 中文意思。,“有效的” 或 “有法律效力的” 或 “被法律认可的” 或 “有效的” 或 “有法律效力的” 或 “被法律认可的” 或 “有效的、有法律效力的、被法律认可的” 或 “被普遍接受的” 或 “被普遍认可的” 或 “通用的” 或 “被普遍接受的” 或 “被普遍认可的” 或 “通用的” 或 “被普遍接受的、被普遍认可的、通用的”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/60fd193283f0272dc793d02e.mp3
模块 20 (B2级别已完结),62d2a233e4a15a001617e8a2,“gelten”的形容词是什么？,gültig,,
模块 20 (B2级别已完结),62d2a27ce4a15a001617e8e2,名词“die Ernährungswissenschaft”是什么意思？,“营养学” 或 “营养科学” 或 “营养学” 或 “营养科学” 或 “营养学、营养科学”,,
模块 20 (B2级别已完结),62d2a27ce4a15a001617e8e5,阴性名词“营养学、营养科学”用德语怎么拼写？,Ernährungswissenschaft,,
模块 20 (B2级别已完结),62d2a27de4a15a001617e8e8,请播放音频 ，并拼写出您听到的 阴性名词 。,Ernährungswissenschaft,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b26896efe3d10016cd3bbc.mp3
模块 20 (B2级别已完结),62d2a27de4a15a001617e8eb,请播放音频 ，并提交您听到的 阴性名词 的 中文意思。,“营养学” 或 “营养科学” 或 “营养学” 或 “营养科学” 或 “营养学、营养科学”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b26896efe3d10016cd3bbc.mp3
模块 20 (B2级别已完结),62d2a40ce4a15a001617ec30,名词“der Nährstoff”是什么意思？,“营养物质” 或 “营养成分” 或 “营养物质” 或 “营养成分” 或 “ 营养物质、营养成分”,,
模块 20 (B2级别已完结),62d2a40ce4a15a001617ec33,请播放音频 ，并拼写出您听到的 阳性名词 。,Nährstoff,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b268e1efe3d10016cd3bc7.mp3
模块 20 (B2级别已完结),62d2a40ce4a15a001617ec36,请播放音频 ，并提交您听到的 阳性名词 的 中文意思。,“营养物质” 或 “营养成分” 或 “营养物质” 或 “营养成分” 或 “ 营养物质、营养成分”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b268e1efe3d10016cd3bc7.mp3
模块 20 (B2级别已完结),62d2a419e4a15a001617ec4a,形容词“延长寿命的”用德语怎么拼写？,lebensverlängernd,,
模块 20 (B2级别已完结),62d2a419e4a15a001617ec4d,请播放音频 ，并拼写出您听到的 形容词 。,lebensverlängernd,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b26a3defe3d10016cd3bd4.mp3
模块 20 (B2级别已完结),62d2a59ce4a15a001617ecf8,"请根据上下文填写缺失的动词：Das Muster ist immer das Gleiche: In einem Jahr wird ein bestimmter Nährstoff als lebensverlängernd entdeckt, im nächsten Jahr wird er nicht mehr erwähnt oder es wird gar das Gegenteil bewiesen. Wer soll da noch den Überblick _____?",“behalten”,,
模块 20 (B2级别已完结),62d2a63fe4a15a001617ef88,形容词“有……的趋势的、趋向于……的”用德语怎么拼写？,tendenziell,,
模块 20 (B2级别已完结),62d2a63fe4a15a001617ef8b,请播放音频 ，并拼写出您听到的 形容词 。,tendenziell,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b26b19efe3d10016cd3bde.mp3
模块 20 (B2级别已完结),62d2a650e4a15a001617efa0,动词“ernähren”是什么意思？,“喂养” 或 “供养” 或 “喂养” 或 “供养” 或 “喂养、供养” 或 “以……为食” 或 “以……为食” 或 “供养” 或 “赡养” 或 “喂养” 或 “供养” 或 “赡养” 或 “喂养” 或 “供养、赡养、喂养”,,
模块 20 (B2级别已完结),62d2a650e4a15a001617efa3,请播放音频 ，并拼写出您听到的 动词 。,ernähren,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/gvpr09sjjx0ne0cimzxw.mp3
模块 20 (B2级别已完结),62d2a650e4a15a001617efa6,请播放音频 ，并提交您听到的 动词 的 中文意思。,“喂养” 或 “供养” 或 “喂养” 或 “供养” 或 “喂养、供养” 或 “以……为食” 或 “以……为食” 或 “供养” 或 “赡养” 或 “喂养” 或 “供养” 或 “赡养” 或 “喂养” 或 “供养、赡养、喂养”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/gvpr09sjjx0ne0cimzxw.mp3
模块 20 (B2级别已完结),62d2a661e4a15a001617efbc,形容词“gesichert”是什么意思？,“安全的” 或 “确定的” 或 “加强的” 或 “强化的” 或 “安全的” 或 “确定的” 或 “加强的” 或 “强化的” 或 “ 安全的、确定的、加强的、强化的”,,
模块 20 (B2级别已完结),62d2a661e4a15a001617efbf,请播放音频 ，并拼写出您听到的 形容词 。,gesichert,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b26c39efe3d10016cd3beb.mp3
模块 20 (B2级别已完结),62d2a661e4a15a001617efc2,请播放音频 ，并提交您听到的 形容词 的 中文意思。,“安全的” 或 “确定的” 或 “加强的” 或 “强化的” 或 “安全的” 或 “确定的” 或 “加强的” 或 “强化的” 或 “ 安全的、确定的、加强的、强化的”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b26c39efe3d10016cd3beb.mp3
模块 20 (B2级别已完结),62d2aa21e4a15a001617f269,名词“der Nutzwert”是什么意思？,“使用价值” 或 “有用性” 或 “使用价值” 或 “有用性” 或 “使用价值、有用性” 或 “效益值” 或 “效益值” 或 “[经]（经济）效益值”,,
模块 20 (B2级别已完结),62d2aa21e4a15a001617f26c,阳性名词“使用价值、有用性”用德语怎么拼写？,Nutzwert,,
模块 20 (B2级别已完结),62d2aa21e4a15a001617f26f,请播放音频 ，并拼写出您听到的 阳性名词 。,Nutzwert,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b26db1efe3d10016cd3d51.mp3
模块 20 (B2级别已完结),62d2aa21e4a15a001617f272,请播放音频 ，并提交您听到的 阳性名词 的 中文意思。,“使用价值” 或 “有用性” 或 “使用价值” 或 “有用性” 或 “使用价值、有用性” 或 “效益值” 或 “效益值” 或 “[经]（经济）效益值”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b26db1efe3d10016cd3d51.mp3
模块 20 (B2级别已完结),62d2aad3e4a15a001617f2da,名词“die Einigkeit”是什么意思？,“联合” 或 “同盟” 或 “协会” 或 “联盟” 或 “工会” 或 “会” 或 “盟” 或 “联合” 或 “同盟” 或 “协会” 或 “联盟” 或 “工会” 或 “会” 或 “盟” 或 “联合、同盟、协会、联盟、工会、会、盟” 或 “一致” 或 “统一” 或 “同一” 或 “同意” 或 “团结” 或 “一致” 或 “统一” 或 “同一” 或 “同意” 或 “团结” 或 “一致、统一、同一、同意、团结”,,
模块 20 (B2级别已完结),62d2aad3e4a15a001617f2dd,请播放音频 ，并拼写出您听到的 阴性名词 。,Einigkeit,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6267cfd5d87a9a97963de86e.mp3
模块 20 (B2级别已完结),62d2aad3e4a15a001617f2e0,请播放音频 ，并提交您听到的 阴性名词 的 中文意思。,“联合” 或 “同盟” 或 “协会” 或 “联盟” 或 “工会” 或 “会” 或 “盟” 或 “联合” 或 “同盟” 或 “协会” 或 “联盟” 或 “工会” 或 “会” 或 “盟” 或 “联合、同盟、协会、联盟、工会、会、盟” 或 “一致” 或 “统一” 或 “同一” 或 “同意” 或 “团结” 或 “一致” 或 “统一” 或 “同一” 或 “同意” 或 “团结” 或 “一致、统一、同一、同意、团结”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/6267cfd5d87a9a97963de86e.mp3
模块 20 (B2级别已完结),62d2ab14e4a15a001617f30c,形容词“verdaulich”是什么意思？,“可消化的” 或 “可消化的” 或 “可消化的 ” 或 “可理解的” 或 “可理解的” 或 “ 可理解的”,,
模块 20 (B2级别已完结),62d2ab14e4a15a001617f30f,形容词“可消化的”用德语怎么拼写？,verdaulich,,
模块 20 (B2级别已完结),62d2ab14e4a15a001617f312,请播放音频 ，并拼写出您听到的 形容词 。,verdaulich,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b26e62efe3d10016cd3d5f.mp3
模块 20 (B2级别已完结),62d2ab14e4a15a001617f315,请播放音频 ，并提交您听到的 形容词 的 中文意思。,“可消化的” 或 “可消化的” 或 “可消化的 ” 或 “可理解的” 或 “可理解的” 或 “ 可理解的”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b26e62efe3d10016cd3d5f.mp3
模块 20 (B2级别已完结),62d2ab5ee4a15a001617f35f,名词“das Weizenmehl”是什么意思？,“小麦面粉” 或 “小麦面粉”,,
模块 20 (B2级别已完结),62d2ab5ee4a15a001617f362,中性名词“小麦面粉”用德语怎么拼写？,Weizenmehl,,
模块 20 (B2级别已完结),62d2ab5ee4a15a001617f365,请播放音频 ，并拼写出您听到的 中性名词 。,Weizenmehl,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b26f3fefe3d10016cd3d6a.mp3
模块 20 (B2级别已完结),62d2ab5ee4a15a001617f368,请播放音频 ，并提交您听到的 中性名词 的 中文意思。,“小麦面粉” 或 “小麦面粉”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b26f3fefe3d10016cd3d6a.mp3
模块 20 (B2级别已完结),62d2ab87e4a15a001617f387,不可分动词“verleiten”是什么意思？,“诱使” 或 “引诱” 或 “劝诱” 或 “唆使” 或 “诱使” 或 “引诱” 或 “劝诱” 或 “唆使” 或 “诱使、引诱、劝诱、唆使”,,
模块 20 (B2级别已完结),62d2ab87e4a15a001617f38a,请播放音频 ，并拼写出您听到的 动词 。,verleiten,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b2701eefe3d10016cd3d75.mp3
模块 20 (B2级别已完结),62d2ab87e4a15a001617f38d,请播放音频 ，并提交您听到的 动词 的 中文意思。,“诱使” 或 “引诱” 或 “劝诱” 或 “唆使” 或 “诱使” 或 “引诱” 或 “劝诱” 或 “唆使” 或 “诱使、引诱、劝诱、唆使”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b2701eefe3d10016cd3d75.mp3
模块 20 (B2级别已完结),62d2abdfe4a15a001617f3b2,形容词“althergebracht”是什么意思？,“传统的” 或 “向来的” 或 “研习已久的” 或 “传统的” 或 “向来的” 或 “研习已久的” 或 “传统的、向来的、研习已久的 ”,,
模块 20 (B2级别已完结),62d2abdfe4a15a001617f3b5,请播放音频 ，并拼写出您听到的 形容词 。,althergebracht,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b27249efe3d10016cd3dae.mp3
模块 20 (B2级别已完结),62d2abdfe4a15a001617f3b8,请播放音频 ，并提交您听到的 形容词 的 中文意思。,“传统的” 或 “向来的” 或 “研习已久的” 或 “传统的” 或 “向来的” 或 “研习已久的” 或 “传统的、向来的、研习已久的 ”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b27249efe3d10016cd3dae.mp3
模块 20 (B2级别已完结),62d2ad85e4a15a001617f448,形容词“naturbelassen”是什么意思？,“天然的” 或 “纯天然的” 或 “非人工的” 或 “天然的” 或 “纯天然的” 或 “非人工的” 或 “天然的、纯天然的、非人工的”,,
模块 20 (B2级别已完结),62d2ad85e4a15a001617f44b,请播放音频 ，并拼写出您听到的 形容词 。,naturbelassen,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b27280efe3d10016cd3db9.mp3
模块 20 (B2级别已完结),62d2ad85e4a15a001617f44e,请播放音频 ，并提交您听到的 形容词 的 中文意思。,“天然的” 或 “纯天然的” 或 “非人工的” 或 “天然的” 或 “纯天然的” 或 “非人工的” 或 “天然的、纯天然的、非人工的”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b27280efe3d10016cd3db9.mp3
模块 20 (B2级别已完结),62d2add1e4a15a001617f46f,动词“bewähren”是什么意思？,“经受住考验” 或 “证明自己” 或 “自我证明” 或 “经受住考验” 或 “证明自己” 或 “自我证明” 或 “经受住考验、证明自己、自我证明” 或 “<反身动词>经受住考验、证明自己、自我证明”,,
模块 20 (B2级别已完结),62d2add1e4a15a001617f472,动词“ 经受住考验、证明自己、自我证明”用德语怎么拼写？,bewähren,,
模块 20 (B2级别已完结),62d2add1e4a15a001617f475,请播放音频 ，并拼写出您听到的 动词 。,bewähren,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b27386efe3d10016cd3dee1717669748683.mp3
模块 20 (B2级别已完结),62d2add1e4a15a001617f478,请播放音频 ，并提交您听到的 动词 的 中文意思。,“经受住考验” 或 “证明自己” 或 “自我证明” 或 “经受住考验” 或 “证明自己” 或 “自我证明” 或 “经受住考验、证明自己、自我证明” 或 “<反身动词>经受住考验、证明自己、自我证明”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b27386efe3d10016cd3dee1717669748683.mp3
模块 20 (B2级别已完结),62d2b019e4a15a001617f4f3,请填写缺失的代副词：Vertrauen Sie althergebrachter und naturbelassener Nahrung – sie hat sich schon länger bewährt und Ihr Körper ist _____ angepasst.,“daran”,,
模块 20 (B2级别已完结),62d2b048e4a15a001617f52d,形容词“angepasst”是什么意思？,“适应的” 或 “习惯的” 或 “适应了的” 或 “习惯了的” 或 “合适的” 或 “适应的” 或 “习惯的” 或 “适应了的” 或 “习惯了的” 或 “合适的” 或 “适应的、习惯的、适应了的、习惯了的、合适的” 或 “相称的” 或 “成比例的。” 或 “相称的” 或 “成比例的。” 或 “相称的、成比例的。”,,
